id	Term	Description	Source	XRef	Comment (source)	Comment (SCDO)	Exact Syn	Broad Syn	Related Syn	Narrow Syn
SCDO:0000648	Intelligence Scale - 6 to 16 years 11 months					"Life stage: Child, Adolescent"	Wechsler Intelligence Scale for Children-Fifth Edition			
SCDO:0000648	Intelligence Scale - 6 to 16 years 11 months					"The Sickle Cell Disease Neurology, Quality of Life, and Health Services Working Group recognizes that there is an age overlap between the Wechsler Intelligence Scale for Children®-Fifth Edition (WISC-V) and Wechsler Preschool and Primary Scale of Intelligence-Fourth Edition (WPPSI-IV), as well as between the WISC-V and the Wechsler Adult Intelligence Scale, Fourth Edition (WAIS-IV). The Working Group recommends that providers use their clinical judgment, consider the purpose of testing participants, and refer to the frequently asked questions section of the Pearson website for WISC-V, WPPSI-IV, and WAIS-IV for guidance on selecting an age-appropriate test."	Wechsler Intelligence Scale for Children-Fifth Edition (WISC-V)			
SCDO:0000649	Intelligence Scale - Birth to 3.5 years	"A standardized tool designed to assess a child's development as compared to same-age peers. It has components that involve both direct observation and interaction with a child as well as caregiver questionnaires. It consists of five domains (cognitive, motor, language, social-emotional, and adaptive behavior). [Curator team: []]"	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocoldetails&id=820504			"Life stage: Infant, Toddler, Child"	"Bayley Scales of Infant and Toddler Development, Third Edition"			
SCDO:0000649	Intelligence Scale - Birth to 3.5 years					"The Sickle Cell Disease Neurology, Quality of Life, and Health Services Working Group recognizes that there is an age overlap between the Bayley-III and the Wechsler Preschool and Primary Scale of Intelligence-Fourth Edition (WPPSI - IV). The Working Group recommends that providers use their clinical judgment, consider the purpose of testing participants, and refer to the frequently asked questions section of the Pearson website for Bayley-III and the WPPSI-IV for guidance on selecting an age-appropriate test."	"Bayley Scales of Infant and Toddler Development, Third Edition (Bayley-III)"			
SCDO:0000649	Intelligence Scale - Birth to 3.5 years						Bayley-III			
SCDO:0000650	Intentional Drug Misuse AE	'An adverse drug event that results in the intentional use of a drug in the wrong way (recreationally etc). [Curator team: []]'	http://purl.obolibrary.org/obo/OAE_0001093	OAE:0001093						
SCDO:0000651	Interrupted Time Series Analysis	"'A study that uses observations at multiple time points before and after an intervention (the interruption), in an attempt to detect whether the intervention has had an effect significantly greater than any underlying trend over time. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D065186							
SCDO:0000652	Interstitial Nephritis	'A form of inflammation of the kidney affecting the interstitium of the kidneys surrounding the tubules. [Curator team: []]'		HP:0001970		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Tubulointerstitial			
SCDO:0000652	Interstitial Nephritis			DOID:1063						
SCDO:0000652	Interstitial Nephritis			HP:0001970						
SCDO:0000653	Intracerebral Haemorrhage	"'Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to the brain. [Curator team: []]'"				"Should this term be merged with ""Cerebral Hemorrhage"" and ""Intracerebral Haemorrhage"" made a synonym of ""Cerebral Hemorrhage""? --  -- Specify description source and source for additional info."	Intracerebral Bleeding			
SCDO:0000654	Intracranial Hemorrhage	'Intracerebral hemorrhage (ICH) is a type of stroke caused by bleeding within the brain tissue itself. [Curator team: []]'		HP:0002170		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.				
SCDO:0000655	Intracranial Hypertension	'An increase of the pressure inside the cranium (skull) and thereby in the brain tissue and cerebrospinal fluid. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0002516	HP:0002516			Intracranial Hypertension			
SCDO:0000655	Intracranial Hypertension			DOID:9428						
SCDO:0000655	Intracranial Hypertension			HP:0002516						
SCDO:0000656	Intracranial Hypotension	"'Intracranial hypotension, also known as craniospinal hypotension is defined as CSF pressure less than 7 cm of H2O in patients with clinical presentation compatible with intracranial hypotension, which are postural headache, nausea, vomiting, neck pain, visual and hearing disturbances, and vertigo It most commonly results from CSF leaks somewhere along the neuraxis. [Curator team: []]'"		DOID:4723		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.				
SCDO:0000657	Intraosseous Pressure	'The hydrostatic pressure of blood in the marrow of long bones. [Curator team: []]'	http://medical-dictionary.thefreedictionary.com/intraosseous			"Term should be requested for inclusion into the ""Ontology of Biological Attributes"", perhaps in an appropriate location under ""organ system trait""."	IOP			
SCDO:0000657	Intraosseous Pressure		http://www.ncbi.nlm.nih.gov/pubmed/6456552							
SCDO:0000658	Intrauterine Growth Restriction	'An abnormal restriction of fetal growth with fetal weight below the tenth percentile for gestational age. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0001511	HP:0001511		Provide source for additional info.	IUGR			
SCDO:0000658	Intrauterine Growth Restriction			HP:0001511			Intrauterine Growth Retardation			
SCDO:0000658	Intrauterine Growth Restriction						Prenatal Growth Retardation			
SCDO:0000658	Intrauterine Growth Restriction						Prenatal-Onset Growth Retardation			
SCDO:0000658	Intrauterine Growth Restriction						Small for Gestational Age Infant			
SCDO:0000665	Ischemia	"'A hypoperfusion of the blood through an organ or tissue caused by a pathologic constriction or obstruction of its blood vessels, or an absence of blood circulation. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D007511	DOID:326			Ischemias			
SCDO:0000665	Ischemia			MESH:D007511						
SCDO:0000666	Isoeletcric Focusing	'Electrophoresis in which a pH gradient is established in a gel medium and proteins migrate until they reach the site (or focus) at which the pH is equal to their isoelectric point. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D007525	D007525		"Perhaps change label to ""Hemoglobin Isoeletcric Focusing""? Exactsynonym ""Hb IEF"". See dc:source provided."	Electrofocusing			
SCDO:0000667	Isosthenuria	"'Inability of the kidneys to produce either a concentrated or a dilute urine; refers to a state in chronic renal disease in which the kidney cannot form urine with a higher or a lower specific gravity (concentration) than that of protein-free plasma; the specific gravity of the urine becomes fixed, irrespective of the fluid intake. [Curator team: []]'"	http://purl.obolibrary.org/obo/MP_0013305	MP:0013305			Impaired Urine-Concentrating Ability			
SCDO:0000667	Isosthenuria						Urine Concentrating Defect			
SCDO:0000671	Jaundice	"'Yellow pigmentation of the skin or sclera due to bilirubin, which in turn is the result of increased bilirubin concentration in the bloodstream. [Curator team: []]'"	http://purl.obolibrary.org/obo/HP_0000952	HP:0000952			Icterus			
SCDO:0000671	Jaundice			HP:0000952			Yellow Skin			
SCDO:0000671	Jaundice			HP:0000952			Yellowing of the Skin			
SCDO:0000672	Joint Hypermobility	'The ability of a joint to move beyond its normal range of motion. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0001382	HP:0001382		Provide source for additional info.	Hyperextensible Joints			
SCDO:0000672	Joint Hypermobility			HP:0001382			Increased Mobility of Joints			
SCDO:0000672	Joint Hypermobility			HP:0001382			Joint Hyperextensibility			
SCDO:0000673	Kernicterus	"'A term used pathologically to describe BILIRUBIN staining of the BASAL GANGLIA; BRAIN STEM; and CEREBELLUM and clinically to describe a syndrome associated with HYPERBILIRUBINEMIA. Clinical features include athetosis, MUSCLE SPASTICITY or hypotonia, impaired vertical gaze, and DEAFNESS. Nonconjugated bilirubin enters the brain and acts as a neurotoxin, often in association with conditions that impair the BLOOD-BRAIN BARRIER (e.g., SEPSIS). This condition occurs primarily in neonates (INFANT, NEWBORN), but may rarely occur in adults. (Menkes, Textbook of Child Neurology, 5th ed, p613) [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D007647	DOID:2382		Check and show which source was used for the description and whether the description was adapted from the source.				
SCDO:0000674	Kidney Failure	'Failure of the kidneys to adequately filter toxins and waste products from the blood; classified as acute (as in acute kidney injury) or chronic (as in chronic kidney disease); a number of other diseases or health problems may cause either form of renal failure to occur. [Curator team: []]'	http://purl.obolibrary.org/obo/MP_0003606	DOID:1074		"Some sources give ""Renal Insufficiency"" as an exact synonym."	Renal Failure			
SCDO:0000674	Kidney Failure			MP:0003606		Source needed for additional info.				
SCDO:0000676	Kidney Function Test	'Laboratory tests used to evaluate how well the kidneys are working through examination of blood and urine. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D007677	MESH:D007677			Kidney Function Tests			
SCDO:0000676	Kidney Function Test						Renal Function Test			
SCDO:0000676	Kidney Function Test						Renal Function Tests			
SCDO:0000677	Kinesiotherapy	'A specialized area of medicine in which exercise and movement are used as the primary form of rehabilitation. [Curator team: []]'	http://medical-dictionary.thefreedictionary.com/kinesiotherapy							
SCDO:0000678	Knowledge about Sickle Cell Disease	"'Collections of facts, assumptions, beliefs and practices that health professionals hold about the aetiology, pathophysiology, quality management of SCD and related social support system based on global standards. [Curator team: []]'"	https://www.ncbi.nlm.nih.gov/mesh/?term=base%2C+knowledge;							
SCDO:0000678	Knowledge about Sickle Cell Disease		https://www.ncbi.nlm.nih.gov/pubmed/20353928							
SCDO:0000679	Kyphosis	'Exaggerated anterior convexity of the thoracic vertebral column. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0002808	HP:0002808		Provide source for additional info.	Gibbus Deformity			
SCDO:0000679	Kyphosis			HP:0002808			Hunched Back			
SCDO:0000679	Kyphosis			HP:0002808			Hyperkyphosis			
SCDO:0000679	Kyphosis						Round Back			
SCDO:0000682	Lactate Dehydrogenase Level	'A quantitative measurement of the amount of lactate dehydrogenase present in a sample of serum. [Curator team: []]'	http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C61026	NCIT:C61026			LD Measurement			
SCDO:0000682	Lactate Dehydrogenase Level						LDH Measurement			
SCDO:0000682	Lactate Dehydrogenase Level						Lactate Dehydrogenase Measurement			
SCDO:0000682	Lactate Dehydrogenase Level						Lactic Acid Dehydrogenase Measurement			
SCDO:0000682	Lactate Dehydrogenase Level						Serum Lactate Dehydrogenase Measurement			
SCDO:0000683	Lactate Dehydrogenase Test	"'A bioassay to measure levels of lactate dehydrogenase, an enzyme released during tissue damage and injury. [Curator team: []]'"	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&filter=1&id=811000	PX811000			LDH Test			
SCDO:0000683	Lactate Dehydrogenase Test						Lactate Dehydrogenase Level Test			
SCDO:0000683	Lactate Dehydrogenase Test						Lactic Acid Dehydrogenase Test			
SCDO:0000683	Lactate Dehydrogenase Test									
SCDO:0000683	Lactate Dehydrogenase Test									
SCDO:0000683	Lactate Dehydrogenase Test									
SCDO:0000685	Leg Ulcer	"'Open sore on lower extremity that is slow to heal. Such sores are debilitating due to severe pain, swelling, disfiguration. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D007871	MESH:D007871			Leg Ulcers			
SCDO:0000686	Leg Weakness	'A weakness affecting lower or hind limbs. [Curator team: []]'		MP:0009434		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Hindlimb Weakness			
SCDO:0000687	Leukaemia	'A cancer of the blood and bone marrow characterized by an abnormal proliferation of leukocytes. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0001909	HP:0001909			Blood Cancer			
SCDO:0000687	Leukaemia			HP:0001909						
SCDO:0000689	Lifestyle	"'Typical way of life or manner of living characteristic of an individual or group. (From APA, Thesaurus of Psychological Index Terms, 8th ed) [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D008019	MESH:D008019			Life Style			
SCDO:0000691	Light Coagulation	"'The coagulation of tissue by an intense beam of light, including laser (LASER COAGULATION). In the eye it is used in the treatment of retinal detachments, retinal holes, aneurysms, hemorrhages, and malignant and benign neoplasms. (Dictionary of Visual Science, 3d ed) [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D008028	MESH:D008028			Photocoagulations			
SCDO:0000693	Liver Biopsy	'Removal of tissue from the liver for microscopic examination [Curator team: Exact []]'	http://purl.obolibrary.org/obo/NCIT_C51677	NCIT:C51677		"Use relevant object property to link to ""Elevated Hepatic Iron Concentration""."				
SCDO:0000694	Liver Examination	Any process carried out to determine the condition of a patient's liver. [Curator team: []]	http://bioportal.bioontology.org/ontologies/IDODEN?p=classes&conceptid=http%3A%2F%2Fpurl.bioontology.org%2Fontology%2FIDODEN_0003652	IDODEN:0003652						
SCDO:0000695	Liver Function Assay	'This is a measure to assess liver functionality and cellular integrity. [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&filter=1&id=190800	PX190800						
SCDO:0000698	Locus of Control	"Personality construct referring to an individual's perception of the locus of events as determined internally by his or her own behaviour versus fate, luck, or external forces. [Curator team: []]"	http://purl.bioontology.org/ontology/MESH/D007389	MESH:D007389			Health Locus of Control			
SCDO:0000699	Longitudinal Studies	'Studies in which variables relating to an individual or group of individuals are assessed over a period of time. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D008137							
SCDO:0000702	Lot Quality Assurance Sampling	'A sampling methodology using small sample sizes when conducting surveys in small geographical or population-based areas or lots. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D055810	MESH:D055810						
SCDO:0000703	Low LDL-Cholestrol Levels	"'Reduced amount in the blood of the lipoprotein:cholesterol complex that transports cholesterol out of the arteries and around the body, for use by various tissues in normal bodily functions [Curator team: []]'"	http://www.mousephenotype.org/data/phenotypes/MP:0000183	MP:0000183			low circulating LDL cholesterol level			
SCDO:0000704	Lung Volume Measurement	'Measurement of the amount of air that the lungs may contain at various points in the respiratory cycle. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D008176			"Perhaps use the ""DEFINITIONS AND SUBDIVISIONS OF LUNG VOLUME"" section in the ""Lung Function - Lung Volume #810401"" protocol source in PhenX to include types of lung volume as subclasses. Can also use subclasses of Experimental Factor Ontology -- (EFO) term ""pulmonary function measurement""."	Lung Capacities			
SCDO:0000704	Lung Volume Measurement						Lung Capacity			
SCDO:0000704	Lung Volume Measurement						Lung Volume			
SCDO:0000704	Lung Volume Measurement						Lung Volume Measurements			
SCDO:0000704	Lung Volume Measurement									
SCDO:0000705	Lung Volume Test	Clinical assessment to determine the volume of gas within an individual's lung. [Curator team: []]	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&filter=1&id=810400	PX810400		Link to necessary medical device.	Lung Function - Lung Volume			
SCDO:0000705	Lung Volume Test					"Perhaps use the protocol source in PhenX to include different ways of measuring FRC (functional residual capacity) as subclasses (e.g. Measurement of FRC using body plethysmography, Measurement of FRC using nitrogen washout, Measurement of FRC using helium dilution, Measurement of lung volume using imaging techniques)."	Lung Volume Assay			
SCDO:0000705	Lung Volume Test						Pulmonary Volume Assay			
SCDO:0000705	Lung Volume Test						Pulmonary Volume Test			
SCDO:0000705	Lung Volume Test									
SCDO:0000705	Lung Volume Test									
SCDO:0000705	Lung Volume Test									
SCDO:0000706	Lymphoid System	"'The lymphatic system in vertebrates is a network of conduits that carry a clear fluid called lymph. It also includes the lymphoid tissue through which the lymph travels. Lymphoid tissue is found in many organs, particularly the lymph nodes, and in the lymphoid follicles associated with the digestive system such as the tonsils. The system also includes all the structures dedicated to the circulation and production of lymphocytes, which includes the spleen, thymus, bone marrow and the lymphoid tissue associated with the digestive system. [Curator team: []]'"	http://purl.obolibrary.org/obo/UBERON_0002465	UBERON:0002465						
SCDO:0000707	Lymphoma	'A cancer originating in lymphocytes and presenting as a solid tumor of lymphoid cells. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0002665	HP:0002665						
SCDO:0000707	Lymphoma			DOID:0060058						
SCDO:0000707	Lymphoma			HP:0002665						
SCDO:0000708	Magnetic Resonance Imaging	"'Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide amazingly clear and detailed pictures of internal organs and tissues. The technique is valuable for the diagnosis of many pathologic conditions, including cancer, heart and vascular disease, stroke, and joint and musculoskeletal disorders. [Curator team: []]'"	http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C16809	NCIT:C16809			MRI			
SCDO:0000708	Magnetic Resonance Imaging						MRT			
SCDO:0000708	Magnetic Resonance Imaging						Magnetic Resonance Tomography			
SCDO:0000708	Magnetic Resonance Imaging						NMR Imaging			
SCDO:0000708	Magnetic Resonance Imaging						NMRI			
SCDO:0000708	Magnetic Resonance Imaging						Nuclear Magnetic Resonance Imaging			
SCDO:0000709	Malaria Prophylaxis	"'The use of drugs or other agents to prevent malarial infection. Examples: Proguanil, mefloquine, artesunate, insect repellant, insecticide-treated-bednet. [Curator team: []]'"	http://www.cdc.gov/malaria/travelers/drugs.html				Malaria Prevention			
SCDO:0000710	Manometer	'An instrument that is used for measuring the pressure of liquids and gases. [Curator team: []]'	http://www.dictionary.com/browse/manometer			"Request inclusion into ""Eagle-I Research Resource Ontology"", below the ""instrument"" term."				
SCDO:0000710	Manometer		"The American Heritage Science Dictionary. Retrieved October 20, 2016 from Dictionary.com website"							
SCDO:0000710	Manometer									
SCDO:0000711	Marital Status of Primary Caregiver	'http://www.phenxtoolkit.org/index.php?pageLink=browse.protocoldetails&id=840101 [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=840100	PX840100		Include under QoL?				
SCDO:0000711	Marital Status of Primary Caregiver									
SCDO:0000711	Marital Status of Primary Caregiver									
SCDO:0000711	Marital Status of Primary Caregiver									
SCDO:0000721	Mean Corpuscular Hemoglobin Concentration	'The amount of hemoglobin in a given volume of packed red blood cells and is often calculated by dividing the hemoglobin concentration by the hematocrit. [Curator team: []]'	http://purl.obolibrary.org/obo/CMO_0000291	CMO:0000291			MCHC			
SCDO:0000721	Mean Corpuscular Hemoglobin Concentration						Mean Corpuscular Haemoglobin Concentration			
SCDO:0000722	Mean Corpuscular Hemoglobin Level	'The average amount of hemoglobin per red blood cell caculated by dividing the total mass of hemoglobin by the number of red blood cells in a volume of blood. [Curator team: []]'	http://purl.obolibrary.org/obo/CMO_0000290	CMO:0000290			MCH			
SCDO:0000722	Mean Corpuscular Hemoglobin Level						Mean Corpuscular Haemoglobin			
SCDO:0000722	Mean Corpuscular Hemoglobin Level						Mean Corpuscular Haemoglobin Level			
SCDO:0000722	Mean Corpuscular Hemoglobin Level						Mean Corpuscular Hemoglobin			
SCDO:0000723	Mean Corpuscular Volume	'A mean corpuscular volume is the result of calculation of the mean volume of erythrocytes in a blood sample. [Curator team: []]'	http://purl.obolibrary.org/obo/CMO_0000038	CMO:0000038			MCV			
SCDO:0000723	Mean Corpuscular Volume						Mean Cell Volume			
SCDO:0000725	Measure of Frequency of Sickle Cell Pain Episodes	'A questionnaire to capture the frequency of acute pain episodes per year due to sickle cell disease (SCD). [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=830100	PX830100						
SCDO:0000725	Measure of Frequency of Sickle Cell Pain Episodes									
SCDO:0000725	Measure of Frequency of Sickle Cell Pain Episodes									
SCDO:0000725	Measure of Frequency of Sickle Cell Pain Episodes									
SCDO:0000726	Measure of Sickle Cell Stigma (MoSCS)	"'Measure of disease specific stigma based on patient reported outcome measurements that assesses 4 MoSCS factors: Social exclusion, Internalized Stigma, Expected Discrimination and Disclosure concerns. Measure includes stigma scores; perceived disease severity, acute care service utilization, hospital admission levels. N=262 [Curator team: []]'"	J Health Psychol. 2016 May; 21(5): 808–820.				Measure of Sickle Cell Stigma			
SCDO:0000726	Measure of Sickle Cell Stigma (MoSCS)						MoSCS			
SCDO:0000727	Measured Weight	'The weight of the participant in kilograms. [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=21500	PX21500						
SCDO:0000728	Measurement	'A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument. [Curator team: []]'	http://www.ebi.ac.uk/efo/EFO_0001444	EFO:0001444		"Perhaps change name to ""Diagnostic Measurement"" and change description accordingly?"				
SCDO:0000737	Medical Outcomes Study (MOS) Social Support Survey	"'The MOS Social Support Survey is a self-administered questionnaire that that includes 19 items across four functional support subscales: emotional/informational support (8 items), tangible/instrumental support (4 items), affectionate support (3 items), and positive social interaction (3 items). Each item is scored on a 5-point Likert style scale (1 = None of the Time; 5 = All of the Time) to indicate how often that type of support is available to them. A score for each social support subscale can be computed by averaging across the individual items or by adding scores individual items together. Higher scores indicate more support. [Curator team: []]'"				Check and show which source was used for the description and whether the description was adapted from the source.	MOS Social Support Survey			
SCDO:0000737	Medical Outcomes Study (MOS) Social Support Survey						Medical Outcomes Study Social Support Survey			
SCDO:0000738	Medical Records	Recording of pertinent information concerning patient's illness or illnesses. [Curator team: []]	http://purl.bioontology.org/ontology/MESH/D008499	MESH:D008499						
SCDO:0000739	Medication Adherence	"'Voluntary cooperation of the patient in taking drugs or medicine as prescribed. This includes timing, dosage, and frequency. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D055118	MESH:D055118						
SCDO:0000740	Medication Inventory	'A record of the type and dosage of all prescription and over-the-counter medications as well as dietary supplements currently being taken by the individual. [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=140300	PX140300		"Would it also be appropriate to add this to ""Diagnostic Instrument"" below ""Diagnostics""?"				
SCDO:0000740	Medication Inventory									
SCDO:0000740	Medication Inventory									
SCDO:0000740	Medication Inventory									
SCDO:0000741	Meditation	"A state of consciousness in which the individual eliminates environmental stimuli from awareness so that the mind can focus on a single thing, producing a state of relaxation and relief from stress. A wide variety of techniques are used to clear the mind of stressful outside interferences. It includes meditation therapy. (Mosby's Medical, Nursing, and Allied Health Dictionary, 4th ed) [Curator team: []]"	http://purl.bioontology.org/ontology/MESH/D019122	MESH:D019122						
SCDO:0000742	Mefloquine	'A phospholipid-interacting antimalarial drug (antimalarials). It is very effective against plasmodium falciparum with very few side effects. [Curator team: []]'	http://www.drugbank.ca/drugs/DB00358	DB00358						
SCDO:0000743	Membranous Nephropathy	'A form of nephrotic syndrome characterized by histology with thickening of the basement membrane and deposition of immune complexes in the subepithelial space. [Curator team: []]'		HP:0012578		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Membranous glomerulonephritis			
SCDO:0000743	Membranous Nephropathy			HP:0012578						
SCDO:0000743	Membranous Nephropathy			HP:0012578						
SCDO:0000744	Meningitis	"'Meningitis is an infection of the meninges, the membranes that surround the brain and spinal cord. [Curator team: []]'"		DOID:9471		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.				
SCDO:0000745	Menorrhagia	'Prolonged and/or excessive menses at regular intervals. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0000132	HP:0000132		Provide source for additional info.	Abnormally Heavy Bleeding During Menstruation			
SCDO:0000745	Menorrhagia			HP:0000132			Hypermenorrhea			
SCDO:0000745	Menorrhagia			HP:0000132						
SCDO:0000746	Mental Health	"'Mental health includes our emotional, psychological, and social well-being. It affects how we think, feel and act as we cope with life. It also helps determine how we handle stress, relate to others, and make choices. Mental health is important at every stage of life, from childhood and adolescence through adulthood. [Curator team: []]'"	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0025353				Emotional Health			
SCDO:0000746	Mental Health						Mental Hygiene			
SCDO:0000747	Meta-Analysis	"'Works consisting of studies using a quantitative method of combining the results of independent studies (usually drawn from the published literature) and synthesizing summaries and conclusions which may be used to evaluate therapeutic effectiveness, plan new studies, etc. It is often an overview of clinical trials. It is usually called a meta-analysis by the author or sponsoring body and should be differentiated from reviews of literature. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D017418	MESH:D017418						
SCDO:0000748	Metabolic State	"'The state of the chemical reactions that occur within the cells, tissues, or an organism. These processes include both the biosynthesis (anabolism) and the breakdown (catabolism) of organic materials utilized by the living organism. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D008660	MESH:D008660						
SCDO:0000752	Methadone	"'A synthetic opioid that is used as the hydrochloride. It is an opioid analgesic that is primarily a mu-opioid agonist. It has actions and uses similar to those of morphine. It also has a depressant action on the cough center and may be given to control intractable cough associated with terminal lung cancer. Methadone is also used as part of the treatment of dependence on opioid drugs, although prolonged use of methadone itself may result in dependence. [Curator team: []]'"	http://www.drugbank.ca/drugs/DB00333	DB00333		Were these specific synonyms selected from the description source because of specific relevance to SCD?	"6-(dimethylamino)-4,4-diphenylheptan-3-one"			
SCDO:0000753	Methemoglobinemia	"'The presence of methemoglobin in the blood, resulting in cyanosis. A small amount of methemoglobin is present in the blood normally, but injury or toxic agents convert a larger proportion of hemoglobin into methemoglobin, which does not function reversibly as an oxygen carrier. Methemoglobinemia may be due to a defect in the enzyme NADH methemoglobin reductase (an autosomal recessive trait) or to an abnormality in hemoglobin M (an autosomal dominant trait). (Dorland, 27th ed) [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D008708	DOID:10783						
SCDO:0000753	Methemoglobinemia			MESH:D008708						
SCDO:0000754	Diagnostic Method	'Any procedure or test to diagnose a disease or disorder. [Curator team: []]'	http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C18020	NCIT:C18020		"Perhaps move other sibling classes below this class? (Imaging Test/Diagnostic Imaging,  --  -- Include sub-class ""Biopsy"" and include specific types below that?"	Diagnostic Procedure			
SCDO:0000755	Microbiome	'An organism population whose members are particpating in non-parasitic symbiosis with a particular host. [Curator team: []]'	http://purl.obolibrary.org/obo/IDO_0000515	IDO:0000515			Normal Resident Microflora Population			
SCDO:0000756	MicroRNA	'Single-stranded RNA molecules thought to regulate the expression of other genes. miRNAs are encoded by genes that are transcribed from DNA but not translated into protein (non-coding RNA). [Curator team: []]'	http://purl.obolibrary.org/obo/SBO_0000316	SBO:0000316			miRNA			
SCDO:0000757	Microscope	"'A microscope is an instrument which magnifies the view on objects (too small to be viewed by the naked eye) under increased resolution. A microscope can be an optical instrument but also and electronic instrument. There are various kind of optical microscopes, e.g confocal microscope, epifluoresence microscope). [Curator team: []]'"		OBI:0400169						
SCDO:0000758	Mid Upper Arm Circumference	'A circumferential measurement of the largest part of the upper arm. [Curator team: []]'	http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C124475	C124475			MUAC			
SCDO:0000758	Mid Upper Arm Circumference						MUARMCIR			
SCDO:0000759	Migraine	'Migraine is a chronic neurological disorder characterized by episodic attacks of headache and associated symptoms. [Curator team: []]'		HP:0002076		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Migraine headache			
SCDO:0000759	Migraine			DOID:6364						
SCDO:0000759	Migraine			HP:0002076						
SCDO:0000760	Migraine Questionnaire	'A questionnaire to assess migraines and headaches. [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=130500	PX130500						
SCDO:0000761	Miscarriage	'Accidental or natural termination of a clear pregnancy at a stage where the fetus is incapable of surviving independently of the mother. [Curator team: []]'	http://purl.obolibrary.org/obo/MP_0013172	MP:0013172		Provide source for additional info.				
SCDO:0000762	Mobile Radiographic Unit	"'Mobile radiography unit is a transportable radiographic equipment allows imaging services to be brought to the patient. In contrast to the large stationary machines found in radiographic rooms, compact mobile radiography units can produce diagnostic images in virtually any location. Source:KHUTHALA [Curator team: []]'"	https://radiologykey.com/mobile-radiography/							
SCDO:0000762	Mobile Radiographic Unit		http://www.who.int/medical_devices/innovation/hospt_equip_26.pdf							
SCDO:0000763	Mobility Limitation	'Difficulty moving from place to place or from one position to another without assistance. [Curator team: []]'	http://purl.bioontology.org/ontology/MESH/D051346	MESH:D051346			Ambulation Difficulty			
SCDO:0000763	Mobility Limitation						Ambulatory Difficulty			
SCDO:0000763	Mobility Limitation						Difficulty Ambulation			
SCDO:0000763	Mobility Limitation						Difficulty Walking			
SCDO:0000763	Mobility Limitation						Mobility Limitations			
