id	Term	in guideline
SCDO:0000226	Chronic Kidney Disease	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000180	Cancer	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000180	Cancer	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000180	Cancer	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000180	Cancer	Evidence-Based Management of Sickle Cell Disease
SCDO:0000816	Obesity	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000816	Obesity	Evidence-Based Management of Sickle Cell Disease
SCDO:0000816	Obesity	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000816	Obesity	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000811	Non-Proliferative Sickle Retinopathy	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000811	Non-Proliferative Sickle Retinopathy	Evidence-Based Management of Sickle Cell Disease
SCDO:0000811	Non-Proliferative Sickle Retinopathy	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000811	Non-Proliferative Sickle Retinopathy	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000037	Albuminuria	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000037	Albuminuria	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000037	Albuminuria	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000037	Albuminuria	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000037	Albuminuria	Evidence-Based Management of Sickle Cell Disease
SCDO:0000037	Albuminuria	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0007656	Sickle Cell Thalassemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0007656	Sickle Cell Thalassemia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0007656	Sickle Cell Thalassemia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0007656	Sickle Cell Thalassemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007656	Sickle Cell Thalassemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0007656	Sickle Cell Thalassemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0007656	Sickle Cell Thalassemia	A Parental Guide to Managing Sickle Cell Disease
SCDO:0007656	Sickle Cell Thalassemia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0007656	Sickle Cell Thalassemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001067	Sickle Retinopathy	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001067	Sickle Retinopathy	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001067	Sickle Retinopathy	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001067	Sickle Retinopathy	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0001067	Sickle Retinopathy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001067	Sickle Retinopathy	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001067	Sickle Retinopathy	Evidence-Based Management of Sickle Cell Disease
SCDO:0001067	Sickle Retinopathy	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001067	Sickle Retinopathy	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001109	Streptococcus Pneumoniae Vaccine	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001109	Streptococcus Pneumoniae Vaccine	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001109	Streptococcus Pneumoniae Vaccine	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001100	Spirometry	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001100	Spirometry	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001100	Spirometry	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001100	Spirometry	Evidence-Based Management of Sickle Cell Disease
SCDO:0001100	Spirometry	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001100	Spirometry	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001100	Spirometry	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001103	Spontaneous Abortion	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000045	Alpha-Adrenergic Agents	Evidence-Based Management of Sickle Cell Disease
SCDO:0001229	Vaso-Occlusive Crisis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001229	Vaso-Occlusive Crisis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001229	Vaso-Occlusive Crisis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001229	Vaso-Occlusive Crisis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0001229	Vaso-Occlusive Crisis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001229	Vaso-Occlusive Crisis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001229	Vaso-Occlusive Crisis	Evidence-Based Management of Sickle Cell Disease
SCDO:0001229	Vaso-Occlusive Crisis	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001229	Vaso-Occlusive Crisis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000049	Analgesia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000049	Analgesia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000049	Analgesia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000049	Analgesia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000049	Analgesia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000049	Analgesia	Evidence-Based Management of Sickle Cell Disease
SCDO:0000049	Analgesia	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000049	Analgesia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000049	Analgesia	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000049	Analgesia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001103	Spontaneous Abortion	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001103	Spontaneous Abortion	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001103	Spontaneous Abortion	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001103	Spontaneous Abortion	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001103	Spontaneous Abortion	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001103	Spontaneous Abortion	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000296	Creatinine Blood Test	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000296	Creatinine Blood Test	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000296	Creatinine Blood Test	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000296	Creatinine Blood Test	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000920	Preterm Delivery	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000920	Preterm Delivery	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000920	Preterm Delivery	Evidence-Based Management of Sickle Cell Disease
SCDO:0000923	Priapism	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000923	Priapism	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000923	Priapism	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000923	Priapism	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000923	Priapism	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000923	Priapism	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000923	Priapism	Evidence-Based Management of Sickle Cell Disease
SCDO:0000923	Priapism	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000923	Priapism	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000923	Priapism	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000923	Priapism	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000925	Proguanil	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000925	Proguanil	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000926	Proliferative Sickle Retinopathy	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000926	Proliferative Sickle Retinopathy	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000926	Proliferative Sickle Retinopathy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000926	Proliferative Sickle Retinopathy	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000926	Proliferative Sickle Retinopathy	Evidence-Based Management of Sickle Cell Disease
SCDO:0000926	Proliferative Sickle Retinopathy	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000926	Proliferative Sickle Retinopathy	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000881	Penicillin Prophylaxis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000881	Penicillin Prophylaxis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000881	Penicillin Prophylaxis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000881	Penicillin Prophylaxis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000881	Penicillin Prophylaxis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000881	Penicillin Prophylaxis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000881	Penicillin Prophylaxis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000881	Penicillin Prophylaxis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000881	Penicillin Prophylaxis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000881	Penicillin Prophylaxis	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000881	Penicillin Prophylaxis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000880	Penicillin	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000880	Penicillin	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000880	Penicillin	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000880	Penicillin	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000880	Penicillin	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000880	Penicillin	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000880	Penicillin	Evidence-Based Management of Sickle Cell Disease
SCDO:0000880	Penicillin	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000880	Penicillin	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000880	Penicillin	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000880	Penicillin	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000100	Bacterial Infection	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000100	Bacterial Infection	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000100	Bacterial Infection	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000100	Bacterial Infection	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000100	Bacterial Infection	Evidence-Based Management of Sickle Cell Disease
SCDO:0000100	Bacterial Infection	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000100	Bacterial Infection	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000100	Bacterial Infection	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000622	Impaired Wound Healing	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000622	Impaired Wound Healing	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001221	Vaccine	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001221	Vaccine	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001221	Vaccine	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001221	Vaccine	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001221	Vaccine	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001221	Vaccine	Evidence-Based Management of Sickle Cell Disease
SCDO:0001221	Vaccine	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001221	Vaccine	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001221	Vaccine	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001221	Vaccine	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001250	X-Ray Image of Chest	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001250	X-Ray Image of Chest	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001250	X-Ray Image of Chest	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001250	X-Ray Image of Chest	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001250	X-Ray Image of Chest	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001250	X-Ray Image of Chest	Evidence-Based Management of Sickle Cell Disease
SCDO:0001250	X-Ray Image of Chest	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001250	X-Ray Image of Chest	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001250	X-Ray Image of Chest	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001250	X-Ray Image of Chest	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001319	Fatigue	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001319	Fatigue	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001319	Fatigue	Evidence-Based Management of Sickle Cell Disease
SCDO:0001319	Fatigue	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001319	Fatigue	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001319	Fatigue	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000262	Cognitive Therapy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000262	Cognitive Therapy	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000262	Cognitive Therapy	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000265	Coma	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000265	Coma	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000265	Coma	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000147	Blood Transfusion	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000147	Blood Transfusion	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000147	Blood Transfusion	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000147	Blood Transfusion	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000147	Blood Transfusion	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000147	Blood Transfusion	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000147	Blood Transfusion	Evidence-Based Management of Sickle Cell Disease
SCDO:0000147	Blood Transfusion	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000147	Blood Transfusion	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000147	Blood Transfusion	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000147	Blood Transfusion	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000596	Hyperuricemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000465	Growth Delay	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000465	Growth Delay	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000465	Growth Delay	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000465	Growth Delay	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000465	Growth Delay	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000465	Growth Delay	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000460	Glomerulosclerosis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000460	Glomerulosclerosis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000086	Asthma	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000086	Asthma	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000086	Asthma	Evidence-Based Management of Sickle Cell Disease
SCDO:0000086	Asthma	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000086	Asthma	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000086	Asthma	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000066	Antihistamine	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000066	Antihistamine	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000066	Antihistamine	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000066	Antihistamine	Evidence-Based Management of Sickle Cell Disease
SCDO:0000910	Pneumococcal 13-Valent Conjugate Vaccine	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000910	Pneumococcal 13-Valent Conjugate Vaccine	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000910	Pneumococcal 13-Valent Conjugate Vaccine	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000910	Pneumococcal 13-Valent Conjugate Vaccine	Evidence-Based Management of Sickle Cell Disease
SCDO:0000910	Pneumococcal 13-Valent Conjugate Vaccine	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000796	Nephrotic Syndrome	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000796	Nephrotic Syndrome	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000796	Nephrotic Syndrome	Evidence-Based Management of Sickle Cell Disease
SCDO:0000795	Nephropathy	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000795	Nephropathy	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000795	Nephropathy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000795	Nephropathy	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000795	Nephropathy	Evidence-Based Management of Sickle Cell Disease
SCDO:0000795	Nephropathy	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001039	Sepsis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001039	Sepsis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001039	Sepsis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001039	Sepsis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0001039	Sepsis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001039	Sepsis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001039	Sepsis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001039	Sepsis	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001039	Sepsis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001030	Seizure	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001030	Seizure	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001030	Seizure	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001030	Seizure	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001030	Seizure	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001030	Seizure	Evidence-Based Management of Sickle Cell Disease
SCDO:0001030	Seizure	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001030	Seizure	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000841	Osteonecrosis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000841	Osteonecrosis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000841	Osteonecrosis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000841	Osteonecrosis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000841	Osteonecrosis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000841	Osteonecrosis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000841	Osteonecrosis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000841	Osteonecrosis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000916	Postpartum Hemorrhage	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000789	Naloxone	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000789	Naloxone	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000789	Naloxone	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000789	Naloxone	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000851	Pain	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000851	Pain	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000851	Pain	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000851	Pain	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0000851	Pain	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000851	Pain	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000851	Pain	Evidence-Based Management of Sickle Cell Disease
SCDO:0000851	Pain	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000851	Pain	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000851	Pain	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000851	Pain	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000457	Glomerular Filtration Rate	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000457	Glomerular Filtration Rate	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000457	Glomerular Filtration Rate	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000457	Glomerular Filtration Rate	Evidence-Based Management of Sickle Cell Disease
SCDO:0000458	Glomerulonephritis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000458	Glomerulonephritis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000458	Glomerulonephritis	Evidence-Based Management of Sickle Cell Disease
SCDO:0000459	Glomerulopathy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000459	Glomerulopathy	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000459	Glomerulopathy	Evidence-Based Management of Sickle Cell Disease
SCDO:0000658	Intrauterine Growth Restriction	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000658	Intrauterine Growth Restriction	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000658	Intrauterine Growth Restriction	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000658	Intrauterine Growth Restriction	Evidence-Based Management of Sickle Cell Disease
SCDO:0000658	Intrauterine Growth Restriction	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000658	Intrauterine Growth Restriction	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000603	Hypothyroidism	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000603	Hypothyroidism	Evidence-Based Management of Sickle Cell Disease
SCDO:0000603	Hypothyroidism	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000604	Hypoxemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000604	Hypoxemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000604	Hypoxemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0000604	Hypoxemia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000604	Hypoxemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000606	Ibuprofen	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000606	Ibuprofen	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000606	Ibuprofen	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000606	Ibuprofen	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000606	Ibuprofen	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000606	Ibuprofen	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000211	Cerebral Venous Thrombosis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000211	Cerebral Venous Thrombosis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000217	Chest X-Ray	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0000217	Chest X-Ray	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000217	Chest X-Ray	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0000217	Chest X-Ray	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0000217	Chest X-Ray	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0000217	Chest X-Ray	Evidence-Based Management of Sickle Cell Disease
SCDO:0000217	Chest X-Ray	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0000217	Chest X-Ray	A Parental Guide to Managing Sickle Cell Disease
SCDO:0000217	Chest X-Ray	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0000217	Chest X-Ray	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0000111	Beta Thalassemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0000111	Beta Thalassemia	Recommendations for the Management of Sickle Cell Disease in South Africa
